Id,ProductId,Score,review_year,review_month,star_sentiment,vader_sentiment,vader_compound,sentiment_agreement,helpfulness_ratio,is_helpful,jtbd_count,unmet_need,lda_topic_name,lda_topic_confidence,cluster_name,review_length,word_count
112045,B0001N49IU,2,2010,8,Negative,Negative,-0.6849,1,0.9,1,2,1,General Product Experience,0.846,Mainstream Food Buyers,290,25
112047,B001XUIGG6,5,2010,2,Positive,Positive,0.9413,1,0.8181818181818182,1,3,0,Tea & Beverages,0.375,Mainstream Food Buyers,352,28
112052,B001XUIGG6,5,2010,12,Positive,Positive,0.3818,1,0.8,1,2,0,General Product Experience,0.511,Mainstream Food Buyers,561,46
112053,B001XUIGG6,5,2010,9,Positive,Positive,0.8095,1,0.75,1,3,0,General Product Experience,0.699,Mainstream Food Buyers,713,58
112065,B002Y2QT2K,5,2010,8,Positive,Positive,0.9883,1,1.0,1,4,0,Coffee & Roasts,0.607,Coffee Aficionados,731,59
112066,B002Y2QT2K,5,2010,5,Positive,Positive,0.8807,1,1.0,1,2,0,Coffee & Roasts,0.618,Coffee Aficionados,538,42
112067,B002Y2QT2K,5,2010,2,Positive,Positive,0.9022,1,1.0,1,1,0,Coffee & Roasts,0.801,Coffee Aficionados,333,26
112068,B002Y2QT2K,5,2011,8,Positive,Positive,0.9733,1,1.0,1,5,0,Coffee & Roasts,0.59,Coffee Aficionados,1730,124
112069,B002Y2QT2K,5,2011,3,Positive,Positive,0.9235,1,1.0,1,2,0,Coffee & Roasts,0.535,Coffee Aficionados,505,43
112070,B002Y2QT2K,5,2010,9,Positive,Positive,0.9395,1,1.0,1,5,0,General Product Experience,0.445,Coffee Aficionados,1281,79
112071,B002Y2QT2K,5,2011,8,Positive,Positive,0.9922,1,1.0,1,4,0,Coffee & Roasts,0.57,Coffee Aficionados,1561,126
112072,B002Y2QT2K,4,2011,3,Positive,Positive,0.9204,1,1.0,1,2,0,Coffee & Roasts,0.511,Coffee Aficionados,385,29
112073,B002Y2QT2K,5,2011,9,Positive,Positive,0.6454,1,1.0,1,3,0,Coffee & Roasts,0.759,Coffee Aficionados,1732,142
112081,B002Y2QT2K,3,2012,2,Neutral,Positive,0.9613,0,0.8,1,2,0,Coffee & Roasts,0.495,Coffee Aficionados,428,29
112122,B001HKFKNY,5,2003,10,Positive,Positive,0.9793,1,1.0,1,3,0,Coffee & Roasts,0.811,Coffee Aficionados,937,80
112123,B001HKFKNY,5,2004,8,Positive,Positive,0.9093,1,1.0,1,1,0,Coffee & Roasts,0.669,Coffee Aficionados,194,14
112124,B001HKFKNY,5,2004,9,Positive,Positive,0.9117,1,1.0,1,2,0,Coffee & Roasts,0.873,Coffee Aficionados,412,31
112157,B003VWBZJY,1,2012,2,Negative,Positive,0.4215,0,0.9333333333333333,1,1,0,General Product Experience,0.73,Mainstream Food Buyers,167,13
112186,B000LKV6F2,5,2007,7,Positive,Positive,0.9507,1,1.0,1,3,0,Snacks & Chocolate,0.963,Snack & Cooking Enthusiasts,280,25
112188,B000LKV6F2,5,2007,10,Positive,Positive,0.9914,1,0.8333333333333334,1,6,0,Organic & Nutrition Labels,0.491,Snack & Cooking Enthusiasts,3034,259
112241,B000LKUTIM,5,2008,6,Positive,Positive,0.7081,1,1.0,1,3,0,Meal Prep & Easy Cooking,0.499,Mainstream Food Buyers,400,33
112242,B000LKUTIM,5,2009,8,Positive,Positive,0.6597,1,1.0,1,2,0,Meal Prep & Easy Cooking,0.927,Mainstream Food Buyers,147,12
112243,B000LKUTIM,5,2009,2,Positive,Positive,0.9279,1,1.0,1,4,0,Meal Prep & Easy Cooking,0.647,Mainstream Food Buyers,441,30
112244,B000LKUTIM,5,2010,12,Positive,Positive,0.822,1,1.0,1,4,0,Meal Prep & Easy Cooking,0.468,Mainstream Food Buyers,1129,97
112290,B001FA1F7G,5,2008,4,Positive,Positive,0.9965,1,0.8,1,7,0,Snacks & Chocolate,0.49,Indulgent Snack Seekers,1971,156
112296,B000LQNCEE,5,2008,4,Positive,Positive,0.6705,1,1.0,1,2,0,General Product Experience,0.706,Indulgent Snack Seekers,137,12
112297,B000LQNCEE,5,2008,3,Positive,Positive,0.886,1,1.0,1,1,0,Snacks & Chocolate,0.905,Indulgent Snack Seekers,93,9
112319,B002HSYAJK,5,2011,2,Positive,Positive,0.9983,1,1.0,1,5,0,Baking & Dietary Needs,0.568,Mainstream Food Buyers,5773,494
112320,B002HSYAJK,5,2010,2,Positive,Positive,0.9939,1,0.9411764705882353,1,2,0,Baking & Dietary Needs,0.607,Mainstream Food Buyers,1373,117
112321,B002HSYAJK,5,2010,2,Positive,Positive,0.7906,1,1.0,1,2,0,General Product Experience,0.343,Mainstream Food Buyers,470,41
112322,B002HSYAJK,5,2009,11,Positive,Positive,0.3935,1,1.0,1,1,0,Baking & Dietary Needs,0.602,Mainstream Food Buyers,457,39
112323,B002HSYAJK,5,2010,10,Positive,Positive,0.9922,1,1.0,1,3,0,Baking & Dietary Needs,0.69,Mainstream Food Buyers,1342,112
112369,B001GQ3E2I,5,2010,1,Positive,Positive,0.95,1,0.9411764705882353,1,5,0,Snacks & Chocolate,0.377,Mainstream Food Buyers,840,67
112370,B001GQ3E2I,5,2009,9,Positive,Positive,0.9931,1,1.0,1,4,0,Snacks & Chocolate,0.621,Indulgent Snack Seekers,822,75
112371,B001GQ3E2I,5,2012,6,Positive,Positive,0.9987,1,1.0,1,6,0,Organic & Nutrition Labels,0.644,Snack & Cooking Enthusiasts,6606,548
112372,B001GQ3E2I,5,2010,7,Positive,Positive,0.9062,1,0.8888888888888888,1,2,0,Snacks & Chocolate,0.289,Snack & Cooking Enthusiasts,467,38
112373,B001GQ3E2I,5,2012,4,Positive,Positive,0.9938,1,1.0,1,4,0,Snacks & Chocolate,0.563,Indulgent Snack Seekers,1164,84
112401,B004SKITAG,5,2010,3,Positive,Positive,0.9015,1,1.0,1,1,0,Snacks & Chocolate,0.855,Indulgent Snack Seekers,464,40
112402,B004SKITAG,5,2010,4,Positive,Positive,0.6879,1,1.0,1,2,0,Snacks & Chocolate,0.952,Indulgent Snack Seekers,272,19
112403,B004SKITAG,5,2010,3,Positive,Positive,0.9623,1,1.0,1,1,0,Snacks & Chocolate,0.526,Indulgent Snack Seekers,417,36
112434,B001GQ3E2S,5,2011,4,Positive,Positive,0.9947,1,1.0,1,5,0,Snacks & Chocolate,0.661,Indulgent Snack Seekers,1005,87
112435,B001GQ3E2S,5,2009,3,Positive,Positive,0.9399,1,1.0,1,3,0,Snacks & Chocolate,0.602,Mainstream Food Buyers,313,20
112436,B001GQ3E2S,5,2011,3,Positive,Positive,0.9799,1,1.0,1,4,0,General Product Experience,0.349,Mainstream Food Buyers,601,48
112469,B002ZJSWO0,5,2008,6,Positive,Positive,0.8137,1,1.0,1,3,0,Snacks & Chocolate,0.593,Indulgent Snack Seekers,535,42
112470,B002ZJSWO0,3,2006,8,Neutral,Positive,0.0957,0,1.0,1,6,0,Snacks & Chocolate,0.959,Indulgent Snack Seekers,796,61
112471,B002ZJSWO0,5,2008,1,Positive,Positive,0.924,1,1.0,1,2,0,Snacks & Chocolate,0.944,Indulgent Snack Seekers,255,16
112473,B002ZJSWO0,5,2007,2,Positive,Positive,0.9876,1,0.8571428571428571,1,6,0,Snacks & Chocolate,0.589,Mainstream Food Buyers,1724,144
112516,B003OZX4ME,4,2011,9,Positive,Positive,0.9622,1,0.9375,1,3,0,Tea & Beverages,0.775,Mainstream Food Buyers,1037,89
112571,B002147OIO,5,2009,9,Positive,Positive,0.9475,1,1.0,1,2,0,Cooking Ingredients & Sauces,0.515,Mainstream Food Buyers,236,21
112572,B002147OIO,5,2011,3,Positive,Negative,-0.079,0,1.0,1,2,0,Cooking Ingredients & Sauces,0.345,Snack & Cooking Enthusiasts,285,25
112574,B002147OIO,5,2011,10,Positive,Positive,0.9621,1,0.7857142857142857,1,5,0,Organic & Nutrition Labels,0.314,Snack & Cooking Enthusiasts,1475,119
112601,B003VN5EK4,1,2012,1,Negative,Negative,-0.4588,1,1.0,1,2,1,Baking & Dietary Needs,0.381,Mainstream Food Buyers,383,27
112603,B001KWAZBG,4,2012,4,Positive,Positive,0.5789,1,1.0,1,3,0,General Product Experience,0.61,Mainstream Food Buyers,168,12
112604,B004LL97EO,5,2008,7,Positive,Positive,0.946,1,1.0,1,4,0,General Product Experience,0.61,Snack & Cooking Enthusiasts,587,51
112605,B004LL97EO,5,2007,10,Positive,Positive,0.8268,1,1.0,1,1,0,Snacks & Chocolate,0.539,Snack & Cooking Enthusiasts,320,19
112606,B004LL97EO,5,2009,1,Positive,Positive,0.9042,1,1.0,1,2,0,General Product Experience,0.886,Mainstream Food Buyers,81,6
112687,B000LR7PF0,5,2008,11,Positive,Positive,0.9231,1,0.8888888888888888,1,2,0,General Product Experience,0.448,Mainstream Food Buyers,205,17
112688,B000LR7PF0,1,2011,9,Negative,Negative,-0.9379,1,0.875,1,3,1,General Product Experience,0.655,Mainstream Food Buyers,1775,136
112689,B000LR7PF0,5,2008,5,Positive,Positive,0.9081,1,0.7777777777777778,1,1,0,General Product Experience,0.9,Mainstream Food Buyers,107,7
112693,B000FEFEWA,4,2009,1,Positive,Positive,0.9423,1,1.0,1,4,0,Meal Prep & Easy Cooking,0.755,Mainstream Food Buyers,717,62
112694,B000FEFEWA,5,2009,5,Positive,Positive,0.9904,1,1.0,1,3,0,Meal Prep & Easy Cooking,0.601,Mainstream Food Buyers,849,66
112695,B000FEFEWA,4,2009,1,Positive,Positive,0.9245,1,0.9166666666666666,1,2,0,Meal Prep & Easy Cooking,0.808,Mainstream Food Buyers,200,17
112696,B000FEFEWA,5,2009,9,Positive,Positive,0.9877,1,1.0,1,6,0,Meal Prep & Easy Cooking,0.407,Snack & Cooking Enthusiasts,1138,95
112697,B000FEFEWA,5,2009,4,Positive,Positive,0.8251,1,0.9,1,3,0,Pet Food & Treats,0.651,Dedicated Cat Owners,265,21
112703,B000FEFEWA,5,2007,3,Positive,Positive,0.8169,1,0.8,1,2,0,General Product Experience,0.574,Mainstream Food Buyers,120,7
112725,B001NH728M,5,2009,7,Positive,Neutral,0.0,0,1.0,1,1,0,Meal Prep & Easy Cooking,0.684,Mainstream Food Buyers,57,2
112726,B001NH728M,5,2012,4,Positive,Positive,0.97,1,1.0,1,3,0,Tea & Beverages,0.546,Tea Drinkers,1103,99
112727,B001NH728M,5,2012,2,Positive,Positive,0.9804,1,1.0,1,1,0,Tea & Beverages,0.648,Tea Drinkers,449,39
112738,B00075X9T2,5,2009,3,Positive,Positive,0.969,1,1.0,1,2,0,Tea & Beverages,0.502,Snack & Cooking Enthusiasts,219,22
112739,B00075X9T2,5,2008,12,Positive,Positive,0.7956,1,1.0,1,1,0,Organic & Nutrition Labels,0.421,Snack & Cooking Enthusiasts,391,30
112740,B00075X9T2,5,2008,12,Positive,Positive,0.8779,1,0.9166666666666666,1,2,0,Daily Use & Supplements,0.328,Snack & Cooking Enthusiasts,214,18
112741,B00075X9T2,5,2009,10,Positive,Positive,0.7845,1,1.0,1,3,0,Cooking Ingredients & Sauces,0.359,Snack & Cooking Enthusiasts,168,12
112744,B0018CG2UG,5,2010,12,Positive,Positive,0.8791,1,1.0,1,3,0,Pet Food & Treats,0.707,Dedicated Cat Owners,698,57
112753,B00318E4CS,5,2011,7,Positive,Positive,0.771,1,1.0,1,4,0,General Product Experience,0.369,Mainstream Food Buyers,369,30
112762,B00061URQA,5,2008,5,Positive,Positive,0.9167,1,1.0,1,1,0,Pet Food & Treats,0.962,Dedicated Dog Owners,313,24
112781,B003NF38G2,5,2011,7,Positive,Positive,0.9742,1,0.8,1,1,0,Meal Prep & Easy Cooking,0.476,Mainstream Food Buyers,435,38
112798,B000LP8CHM,3,2010,1,Neutral,Positive,0.802,0,1.0,1,3,0,General Product Experience,0.765,Mainstream Food Buyers,1187,91
112799,B000LP8CHM,5,2009,4,Positive,Positive,0.6004,1,1.0,1,3,0,General Product Experience,0.538,Mainstream Food Buyers,646,54
112800,B000LP8CHM,4,2010,9,Positive,Negative,-0.9545,0,1.0,1,4,0,General Product Experience,0.524,Mainstream Food Buyers,1624,148
112801,B000LP8CHM,5,2010,5,Positive,Positive,0.9842,1,1.0,1,4,0,General Product Experience,0.766,Mainstream Food Buyers,1809,152
112810,B000GAYE38,5,2007,9,Positive,Positive,0.9922,1,1.0,1,5,0,Snacks & Chocolate,0.54,Mainstream Food Buyers,988,83
112831,B000H0NKMI,5,2009,5,Positive,Positive,0.9914,1,1.0,1,5,0,Meal Prep & Easy Cooking,0.645,Mainstream Food Buyers,834,59
112840,B0018CJWPI,4,2012,4,Positive,Positive,0.8857,1,1.0,1,6,0,Pet Food & Treats,0.472,Dedicated Dog Owners,974,72
112842,B0018CJWPI,5,2011,10,Positive,Positive,0.9666,1,0.8,1,5,0,Pet Food & Treats,0.709,Dedicated Dog Owners,585,57
112878,B0028A7BZC,1,2010,4,Negative,Negative,-0.3164,1,1.0,1,1,1,Snacks & Chocolate,0.649,Mainstream Food Buyers,323,28
112983,B000LKXBL4,5,2008,4,Positive,Positive,0.9954,1,0.9148936170212766,1,6,0,Snacks & Chocolate,0.545,Snack & Cooking Enthusiasts,1601,129
112984,B000LKXBL4,5,2007,7,Positive,Positive,0.4246,1,0.8666666666666667,1,3,0,Snacks & Chocolate,0.62,Snack & Cooking Enthusiasts,393,32
112985,B000LKXBL4,5,2008,1,Positive,Positive,0.8583,1,0.8235294117647058,1,2,0,Snacks & Chocolate,0.883,Snack & Cooking Enthusiasts,272,19
112988,B000LKXBL4,5,2007,3,Positive,Positive,0.9538,1,0.7857142857142857,1,2,0,Snacks & Chocolate,0.692,Snack & Cooking Enthusiasts,776,80
113021,B000LKXBL4,1,2011,4,Negative,Negative,-0.7754,1,0.7777777777777778,1,2,1,Organic & Nutrition Labels,0.324,Snack & Cooking Enthusiasts,1042,88
113022,B000LKXBL4,1,2011,2,Negative,Negative,-0.664,1,0.7777777777777778,1,1,1,General Product Experience,0.751,Snack & Cooking Enthusiasts,547,44
113023,B000LKXBL4,1,2011,1,Negative,Negative,-0.8814,1,0.7777777777777778,1,4,1,General Product Experience,0.805,Mainstream Food Buyers,830,64
113024,B000LKXBL4,5,2008,2,Positive,Positive,0.9217,1,0.7777777777777778,1,3,0,General Product Experience,0.285,Snack & Cooking Enthusiasts,476,48
113025,B000LKXBL4,5,2007,10,Positive,Positive,0.8172,1,0.7777777777777778,1,2,0,Snacks & Chocolate,0.436,Snack & Cooking Enthusiasts,223,20
113026,B000LKXBL4,5,2007,3,Positive,Positive,0.9859,1,0.7777777777777778,1,3,0,Snacks & Chocolate,0.718,Snack & Cooking Enthusiasts,373,32
113037,B000LKXBL4,1,2011,10,Negative,Positive,0.8291,0,0.8,1,1,0,Snacks & Chocolate,0.339,Snack & Cooking Enthusiasts,375,23
113038,B000LKXBL4,5,2009,8,Positive,Positive,0.9749,1,0.8,1,5,0,Snacks & Chocolate,0.943,Snack & Cooking Enthusiasts,650,51
113101,B0044MTGHI,5,2011,10,Positive,Positive,0.9719,1,1.0,1,5,0,General Product Experience,0.562,Snack & Cooking Enthusiasts,1480,100
113102,B0044MTGHI,5,2011,12,Positive,Positive,0.9736,1,1.0,1,7,0,Baking & Dietary Needs,0.318,Snack & Cooking Enthusiasts,1535,141
113103,B0044MTGHI,5,2012,1,Positive,Positive,0.9122,1,1.0,1,3,0,General Product Experience,0.577,Snack & Cooking Enthusiasts,572,47
113104,B0044MTGHI,5,2011,11,Positive,Positive,0.9787,1,1.0,1,3,0,Cooking Ingredients & Sauces,0.364,Snack & Cooking Enthusiasts,827,62
113105,B0044MTGHI,5,2011,12,Positive,Positive,0.9561,1,0.9047619047619048,1,3,0,Daily Use & Supplements,0.727,Mainstream Food Buyers,449,43
113106,B0044MTGHI,4,2012,1,Positive,Positive,0.9403,1,1.0,1,7,0,General Product Experience,0.56,Mainstream Food Buyers,1201,88
113107,B0044MTGHI,2,2012,6,Negative,Negative,-0.4684,1,1.0,1,3,1,General Product Experience,0.639,Snack & Cooking Enthusiasts,543,38
113108,B0044MTGHI,5,2012,7,Positive,Positive,0.4753,1,1.0,1,1,0,Daily Use & Supplements,0.837,Mainstream Food Buyers,154,12
113109,B0044MTGHI,5,2012,3,Positive,Positive,0.9807,1,1.0,1,5,0,Daily Use & Supplements,0.422,Snack & Cooking Enthusiasts,1307,102
113110,B0044MTGHI,5,2012,2,Positive,Positive,0.9565,1,1.0,1,3,0,Baking & Dietary Needs,0.308,Snack & Cooking Enthusiasts,423,35
113111,B0044MTGHI,5,2012,2,Positive,Positive,0.9762,1,1.0,1,4,0,Baking & Dietary Needs,0.533,Snack & Cooking Enthusiasts,757,60
113112,B0044MTGHI,5,2012,7,Positive,Positive,0.9956,1,0.8888888888888888,1,6,0,Daily Use & Supplements,0.528,Mainstream Food Buyers,1427,119
113113,B0044MTGHI,5,2012,2,Positive,Positive,0.7089,1,0.8888888888888888,1,1,0,Daily Use & Supplements,0.713,Mainstream Food Buyers,182,12
113114,B0044MTGHI,5,2012,4,Positive,Positive,0.9495,1,1.0,1,6,0,Cooking Ingredients & Sauces,0.425,Snack & Cooking Enthusiasts,1473,118
113177,B0030F70LO,1,2008,12,Negative,Positive,0.9578,0,0.8870967741935484,1,3,0,Pet Food & Treats,0.547,Dedicated Dog Owners,794,61
113178,B0030F70LO,1,2012,2,Negative,Positive,0.6652,0,0.9,1,2,0,Pet Food & Treats,0.562,Dedicated Dog Owners,1180,94
113179,B0030F70LO,1,2011,9,Negative,Positive,0.7677,0,0.8181818181818182,1,2,0,Daily Use & Supplements,0.382,Mainstream Food Buyers,494,41
113182,B0030F70LO,5,2011,6,Positive,Positive,0.9599,1,0.8,1,2,0,Pet Food & Treats,0.738,Dedicated Dog Owners,824,67
113183,B0030F70LO,4,2009,1,Positive,Positive,0.7425,1,0.8,1,2,0,Pet Food & Treats,0.475,Dedicated Dog Owners,658,48
113184,B0030F70LO,1,2011,8,Negative,Positive,0.4215,0,0.75,1,1,0,Pet Food & Treats,0.54,Dedicated Dog Owners,210,19
113185,B0030F70LO,5,2009,1,Positive,Positive,0.8684,1,0.75,1,2,0,Pet Food & Treats,0.731,Dedicated Dog Owners,364,24
113266,B000GG1O8U,2,2007,9,Negative,Negative,-0.679,1,0.8387096774193549,1,3,1,Tea & Beverages,0.799,Tea Drinkers,383,37
113267,B000GG1O8U,5,2006,12,Positive,Positive,0.9601,1,0.9,1,3,0,Tea & Beverages,0.638,Tea Drinkers,327,25
113297,B000N6BS8O,4,2007,8,Positive,Neutral,-0.0026,0,0.875,1,1,0,General Product Experience,0.561,Snack & Cooking Enthusiasts,286,23
113298,B000N6BS8O,1,2012,7,Negative,Negative,-0.6863,1,0.8,1,2,1,Organic & Nutrition Labels,0.479,Snack & Cooking Enthusiasts,566,51
113328,B001ONPMN2,5,2009,7,Positive,Positive,0.7572,1,0.8947368421052632,1,2,0,Snacks & Chocolate,0.731,Indulgent Snack Seekers,372,28
113329,B001ONPMN2,4,2010,4,Positive,Positive,0.9065,1,1.0,1,3,0,Snacks & Chocolate,0.548,Indulgent Snack Seekers,804,56
113330,B001ONPMN2,5,2009,6,Positive,Positive,0.9828,1,0.9166666666666666,1,4,0,Snacks & Chocolate,0.803,Indulgent Snack Seekers,508,39
113331,B001ONPMN2,5,2009,7,Positive,Positive,0.9781,1,0.9090909090909091,1,4,0,Snacks & Chocolate,0.783,Indulgent Snack Seekers,430,30
113333,B001ONPMN2,5,2010,1,Positive,Positive,0.9378,1,0.8,1,4,0,Snacks & Chocolate,0.701,Indulgent Snack Seekers,556,43
113334,B001ONPMN2,5,2009,5,Positive,Positive,0.9856,1,0.8,1,4,0,Snacks & Chocolate,0.601,Indulgent Snack Seekers,439,33
113370,B004RCLQOG,5,2012,1,Positive,Positive,0.9593,1,0.9615384615384616,1,4,0,General Product Experience,0.96,Mainstream Food Buyers,889,66
113371,B004RCLQOG,5,2011,11,Positive,Positive,0.9208,1,0.95,1,3,0,General Product Experience,0.368,Mainstream Food Buyers,375,30
113372,B004RCLQOG,5,2012,2,Positive,Positive,0.9592,1,1.0,1,2,0,Daily Use & Supplements,0.488,Tea Drinkers,342,28
113391,B0018CE7BC,5,2011,4,Positive,Positive,0.9536,1,1.0,1,4,0,Pet Food & Treats,0.93,Dedicated Dog Owners,660,57
113392,B0018CE7BC,5,2010,9,Positive,Positive,0.9972,1,1.0,1,6,0,Pet Food & Treats,0.899,Dedicated Dog Owners,2134,175
113500,B000FL08B0,4,2006,10,Positive,Positive,0.8664,1,0.975,1,3,0,General Product Experience,0.742,Mainstream Food Buyers,815,57
113501,B000FL08B0,5,2008,4,Positive,Positive,0.947,1,0.9830508474576272,1,4,0,General Product Experience,0.282,Mainstream Food Buyers,1589,142
113502,B000FL08B0,1,2010,9,Negative,Positive,0.9853,0,0.9333333333333333,1,5,0,Organic & Nutrition Labels,0.519,Mainstream Food Buyers,3575,318
113503,B000FL08B0,5,2007,1,Positive,Positive,0.8553,1,0.9130434782608695,1,3,0,Baking & Dietary Needs,0.517,Mainstream Food Buyers,250,20
113504,B000FL08B0,5,2007,6,Positive,Positive,0.9887,1,0.9333333333333333,1,3,0,Organic & Nutrition Labels,0.387,Mainstream Food Buyers,675,64
113505,B000FL08B0,5,2007,10,Positive,Positive,0.4215,1,1.0,1,1,0,General Product Experience,0.485,Mainstream Food Buyers,268,17
113506,B000FL08B0,5,2007,9,Positive,Positive,0.5719,1,1.0,1,2,0,Baking & Dietary Needs,0.465,Mainstream Food Buyers,462,40
113507,B000FL08B0,5,2007,10,Positive,Positive,0.6987,1,0.8888888888888888,1,2,0,Baking & Dietary Needs,0.579,Mainstream Food Buyers,257,20
113508,B000FL08B0,5,2007,6,Positive,Positive,0.6249,1,1.0,1,2,0,Baking & Dietary Needs,0.577,Coffee Aficionados,192,11
113509,B000FL08B0,5,2007,4,Positive,Positive,0.636,1,1.0,1,2,0,Organic & Nutrition Labels,0.35,Mainstream Food Buyers,99,10
113510,B000FL08B0,5,2008,1,Positive,Positive,0.8912,1,1.0,1,3,0,Baking & Dietary Needs,0.515,Mainstream Food Buyers,357,26
113590,B004H0TU1O,1,2011,12,Negative,Negative,-0.8462,1,0.8333333333333334,1,5,1,General Product Experience,0.501,Indulgent Snack Seekers,658,46
113600,B000YHXEPC,5,2010,5,Positive,Positive,0.9856,1,1.0,1,3,0,General Product Experience,0.712,Mainstream Food Buyers,380,38
113601,B000YHXEPC,4,2010,8,Positive,Positive,0.9042,1,1.0,1,1,0,General Product Experience,0.782,Mainstream Food Buyers,168,9
113602,B000YHXEPC,2,2011,11,Negative,Positive,0.3267,0,0.8333333333333334,1,3,0,General Product Experience,0.981,Mainstream Food Buyers,485,40
113608,B000E671Z2,2,2008,11,Negative,Positive,0.3509,0,0.8333333333333334,1,3,0,General Product Experience,0.524,Tea Drinkers,676,47
113611,B000E671Z2,5,2007,3,Positive,Positive,0.9096,1,0.8333333333333334,1,6,0,Tea & Beverages,0.492,Tea Drinkers,634,43
113645,B00018CWSY,4,2008,6,Positive,Positive,0.4404,1,0.8333333333333334,1,1,0,Baking & Dietary Needs,0.906,Mainstream Food Buyers,112,9
113694,B001EQ5NG0,5,2009,8,Positive,Positive,0.5859,1,1.0,1,1,0,Daily Use & Supplements,0.887,Mainstream Food Buyers,74,7
113695,B001EQ5NG0,5,2009,12,Positive,Positive,0.5967,1,1.0,1,3,0,General Product Experience,0.457,Mainstream Food Buyers,259,15
113696,B001EQ5NG0,5,2008,7,Positive,Positive,0.9385,1,1.0,1,2,0,General Product Experience,0.461,Mainstream Food Buyers,221,15
113723,B0000VABWQ,1,2006,12,Negative,Negative,-0.281,1,1.0,1,6,1,General Product Experience,0.992,Mainstream Food Buyers,1294,96
113746,B000LKZ90A,5,2009,9,Positive,Positive,0.9198,1,1.0,1,4,0,Meal Prep & Easy Cooking,0.567,Mainstream Food Buyers,440,34
113747,B000LKZ90A,5,2009,6,Positive,Positive,0.9532,1,1.0,1,3,0,Meal Prep & Easy Cooking,0.669,Mainstream Food Buyers,213,20
113783,B0047LWWNG,1,2011,12,Negative,Positive,0.4588,0,1.0,1,3,0,Snacks & Chocolate,0.569,Mainstream Food Buyers,240,20
113792,B0001217R2,5,2006,11,Positive,Positive,0.7395,1,1.0,1,2,0,General Product Experience,0.571,Mainstream Food Buyers,577,46
113793,B0001217R2,5,2009,5,Positive,Positive,0.3804,1,1.0,1,3,0,General Product Experience,0.478,Mainstream Food Buyers,689,53
113808,B001682T8Q,5,2009,3,Positive,Positive,0.9692,1,1.0,1,3,0,Meal Prep & Easy Cooking,0.469,Mainstream Food Buyers,392,37
113815,B000VDN1B6,5,2009,3,Positive,Positive,0.9458,1,1.0,1,2,0,Tea & Beverages,0.666,Tea Drinkers,565,40
113821,B000NXECSA,5,2008,1,Positive,Positive,0.7096,1,1.0,1,1,0,General Product Experience,0.841,Mainstream Food Buyers,82,4
113831,B001E5DYM6,1,2008,1,Negative,Positive,0.7675,0,0.8947368421052632,1,4,0,Tea & Beverages,0.534,Mainstream Food Buyers,1055,83
113832,B001E5DYM6,1,2008,2,Negative,Negative,-0.8519,1,1.0,1,4,1,Snacks & Chocolate,0.326,Mainstream Food Buyers,445,36
113833,B001E5DYM6,4,2007,9,Positive,Positive,0.4939,1,1.0,1,2,0,Snacks & Chocolate,0.651,Mainstream Food Buyers,201,19
113834,B001E5DYM6,1,2007,12,Negative,Negative,-0.6354,1,1.0,1,4,1,Tea & Beverages,0.489,Mainstream Food Buyers,1230,92
113835,B001E5DYM6,5,2007,8,Positive,Positive,0.2743,1,1.0,1,2,0,Snacks & Chocolate,0.578,Mainstream Food Buyers,389,28
113836,B001E5DYM6,5,2007,10,Positive,Positive,0.9707,1,1.0,1,2,0,Tea & Beverages,0.386,Mainstream Food Buyers,362,28
113837,B001E5DYM6,5,2007,8,Positive,Positive,0.7962,1,1.0,1,3,0,Baking & Dietary Needs,0.582,Mainstream Food Buyers,322,27
113838,B001E5DYM6,2,2011,2,Negative,Positive,0.2023,0,1.0,1,1,0,General Product Experience,0.764,Mainstream Food Buyers,170,13
113840,B001E5DYM6,4,2007,6,Positive,Positive,0.9217,1,0.8571428571428571,1,3,0,General Product Experience,0.457,Mainstream Food Buyers,318,26
113843,B001E5DYM6,5,2007,5,Positive,Positive,0.91,1,0.8333333333333334,1,3,0,Snacks & Chocolate,0.606,Mainstream Food Buyers,96,8
113862,B001E6EJZ6,2,2009,2,Negative,Positive,0.7906,0,1.0,1,3,0,Snacks & Chocolate,0.548,Mainstream Food Buyers,478,37
113863,B001E6EJZ6,1,2008,5,Negative,Negative,-0.4981,1,0.9,1,3,1,Snacks & Chocolate,0.757,Mainstream Food Buyers,285,16
113864,B001E6EJZ6,1,2010,2,Negative,Positive,0.705,0,1.0,1,2,0,General Product Experience,0.473,Mainstream Food Buyers,300,19
113865,B001E6EJZ6,1,2009,8,Negative,Negative,-0.3619,1,1.0,1,2,1,Organic & Nutrition Labels,0.438,Mainstream Food Buyers,170,11
113866,B001E6EJZ6,1,2008,7,Negative,Negative,-0.7015,1,0.875,1,2,1,General Product Experience,0.673,Mainstream Food Buyers,505,35
113870,B000LKXFBK,5,2007,8,Positive,Positive,0.9852,1,1.0,1,5,0,Meal Prep & Easy Cooking,0.466,Mainstream Food Buyers,451,38
113871,B000LKXFBK,5,2007,4,Positive,Positive,0.9741,1,1.0,1,6,0,Meal Prep & Easy Cooking,0.671,Mainstream Food Buyers,410,35
113898,B000FV5F4U,1,2010,11,Negative,Positive,0.6428,0,1.0,1,3,0,General Product Experience,0.854,Mainstream Food Buyers,778,51
113900,B000FV5F4U,5,2007,10,Positive,Positive,0.9705,1,0.8333333333333334,1,2,0,Coffee & Roasts,0.643,Coffee Aficionados,511,40
