Id,jtbd_tags,Score,star_sentiment,vader_compound,unmet_need,is_helpful,review_year,cluster_name
327557,Quality & Freshness,5,Positive,0.8923,0,1,2008,Mainstream Food Buyers
327557,Repeat Purchase,5,Positive,0.8923,0,1,2008,Mainstream Food Buyers
327558,Taste & Enjoyment,5,Positive,0.7964,0,1,2009,Mainstream Food Buyers
327558,Value & Bulk Buying,5,Positive,0.7964,0,1,2009,Mainstream Food Buyers
327582,Health & Nutrition,5,Positive,0.9135,0,1,2011,Mainstream Food Buyers
327582,Taste & Enjoyment,5,Positive,0.9135,0,1,2011,Mainstream Food Buyers
327582,Convenience & Speed,5,Positive,0.9135,0,1,2011,Mainstream Food Buyers
327582,Quality & Freshness,5,Positive,0.9135,0,1,2011,Mainstream Food Buyers
327583,Health & Nutrition,5,Positive,0.9918,0,1,2012,Mainstream Food Buyers
327583,Taste & Enjoyment,5,Positive,0.9918,0,1,2012,Mainstream Food Buyers
327583,Convenience & Speed,5,Positive,0.9918,0,1,2012,Mainstream Food Buyers
327583,Family & Kids,5,Positive,0.9918,0,1,2012,Mainstream Food Buyers
327583,Repeat Purchase,5,Positive,0.9918,0,1,2012,Mainstream Food Buyers
327584,Health & Nutrition,5,Positive,0.9049,0,1,2011,Mainstream Food Buyers
327584,Taste & Enjoyment,5,Positive,0.9049,0,1,2011,Mainstream Food Buyers
327584,Convenience & Speed,5,Positive,0.9049,0,1,2011,Mainstream Food Buyers
327585,Taste & Enjoyment,2,Negative,-0.5695,1,1,2011,Mainstream Food Buyers
327585,Repeat Purchase,2,Negative,-0.5695,1,1,2011,Mainstream Food Buyers
327586,Health & Nutrition,5,Positive,0.8945,0,1,2011,Mainstream Food Buyers
327586,Taste & Enjoyment,5,Positive,0.8945,0,1,2011,Mainstream Food Buyers
327586,Convenience & Speed,5,Positive,0.8945,0,1,2011,Mainstream Food Buyers
327586,Family & Kids,5,Positive,0.8945,0,1,2011,Mainstream Food Buyers
327586,Value & Bulk Buying,5,Positive,0.8945,0,1,2011,Mainstream Food Buyers
327586,Quality & Freshness,5,Positive,0.8945,0,1,2011,Mainstream Food Buyers
327587,Taste & Enjoyment,5,Positive,0.6597,0,1,2011,Mainstream Food Buyers
327587,Convenience & Speed,5,Positive,0.6597,0,1,2011,Mainstream Food Buyers
327587,Quality & Freshness,5,Positive,0.6597,0,1,2011,Mainstream Food Buyers
327589,Taste & Enjoyment,1,Negative,-0.34,1,1,2012,Mainstream Food Buyers
327589,Convenience & Speed,1,Negative,-0.34,1,1,2012,Mainstream Food Buyers
327589,Repeat Purchase,1,Negative,-0.34,1,1,2012,Mainstream Food Buyers
327635,Taste & Enjoyment,3,Neutral,-0.787,0,1,2006,Tea Drinkers
327635,Convenience & Speed,3,Neutral,-0.787,0,1,2006,Tea Drinkers
327635,Value & Bulk Buying,3,Neutral,-0.787,0,1,2006,Tea Drinkers
327635,Quality & Freshness,3,Neutral,-0.787,0,1,2006,Tea Drinkers
327636,Health & Nutrition,2,Negative,0.9134,0,1,2007,Tea Drinkers
327636,Taste & Enjoyment,2,Negative,0.9134,0,1,2007,Tea Drinkers
327636,Pet Care,2,Negative,0.9134,0,1,2007,Tea Drinkers
327636,Value & Bulk Buying,2,Negative,0.9134,0,1,2007,Tea Drinkers
327637,Taste & Enjoyment,5,Positive,0.3818,0,1,2007,Tea Drinkers
327638,Taste & Enjoyment,3,Neutral,-0.1531,0,1,2007,Tea Drinkers
327639,Health & Nutrition,4,Positive,0.9366,0,1,2007,Tea Drinkers
327639,Taste & Enjoyment,4,Positive,0.9366,0,1,2007,Tea Drinkers
327639,Convenience & Speed,4,Positive,0.9366,0,1,2007,Tea Drinkers
327639,Quality & Freshness,4,Positive,0.9366,0,1,2007,Tea Drinkers
327727,Taste & Enjoyment,5,Positive,0.9581,0,1,2009,Mainstream Food Buyers
327727,Quality & Freshness,5,Positive,0.9581,0,1,2009,Mainstream Food Buyers
327728,Taste & Enjoyment,5,Positive,0.8338,0,1,2007,Mainstream Food Buyers
327763,Taste & Enjoyment,5,Positive,-0.2767,0,1,2010,Mainstream Food Buyers
327763,Repeat Purchase,5,Positive,-0.2767,0,1,2010,Mainstream Food Buyers
327764,Health & Nutrition,4,Positive,0.9528,0,1,2010,Mainstream Food Buyers
327764,Taste & Enjoyment,4,Positive,0.9528,0,1,2010,Mainstream Food Buyers
327764,Convenience & Speed,4,Positive,0.9528,0,1,2010,Mainstream Food Buyers
327764,Value & Bulk Buying,4,Positive,0.9528,0,1,2010,Mainstream Food Buyers
327764,Quality & Freshness,4,Positive,0.9528,0,1,2010,Mainstream Food Buyers
327764,Repeat Purchase,4,Positive,0.9528,0,1,2010,Mainstream Food Buyers
327771,Health & Nutrition,5,Positive,0.5667,0,1,2010,Mainstream Food Buyers
327771,Taste & Enjoyment,5,Positive,0.5667,0,1,2010,Mainstream Food Buyers
327771,Convenience & Speed,5,Positive,0.5667,0,1,2010,Mainstream Food Buyers
327771,Repeat Purchase,5,Positive,0.5667,0,1,2010,Mainstream Food Buyers
327789,Taste & Enjoyment,5,Positive,0.9595,0,1,2010,Mainstream Food Buyers
327789,Value & Bulk Buying,5,Positive,0.9595,0,1,2010,Mainstream Food Buyers
327789,Quality & Freshness,5,Positive,0.9595,0,1,2010,Mainstream Food Buyers
327808,Health & Nutrition,1,Negative,0.858,0,1,2008,Mainstream Food Buyers
327808,Convenience & Speed,1,Negative,0.858,0,1,2008,Mainstream Food Buyers
327808,Pet Care,1,Negative,0.858,0,1,2008,Mainstream Food Buyers
327808,Quality & Freshness,1,Negative,0.858,0,1,2008,Mainstream Food Buyers
327820,Health & Nutrition,5,Positive,0.9834,0,1,2008,Mainstream Food Buyers
327820,Taste & Enjoyment,5,Positive,0.9834,0,1,2008,Mainstream Food Buyers
327820,Family & Kids,5,Positive,0.9834,0,1,2008,Mainstream Food Buyers
327820,Pet Care,5,Positive,0.9834,0,1,2008,Mainstream Food Buyers
327820,Value & Bulk Buying,5,Positive,0.9834,0,1,2008,Mainstream Food Buyers
327820,Quality & Freshness,5,Positive,0.9834,0,1,2008,Mainstream Food Buyers
327823,Taste & Enjoyment,5,Positive,0.6705,0,1,2009,Mainstream Food Buyers
327823,Convenience & Speed,5,Positive,0.6705,0,1,2009,Mainstream Food Buyers
327823,Family & Kids,5,Positive,0.6705,0,1,2009,Mainstream Food Buyers
327839,Taste & Enjoyment,5,Positive,0.879,0,1,2011,Mainstream Food Buyers
327839,Pet Care,5,Positive,0.879,0,1,2011,Mainstream Food Buyers
327839,Quality & Freshness,5,Positive,0.879,0,1,2011,Mainstream Food Buyers
327839,Repeat Purchase,5,Positive,0.879,0,1,2011,Mainstream Food Buyers
327849,Repeat Purchase,5,Positive,0.6892,0,1,2006,Mainstream Food Buyers
327852,Health & Nutrition,5,Positive,0.9723,0,1,2007,Snack & Cooking Enthusiasts
327852,Taste & Enjoyment,5,Positive,0.9723,0,1,2007,Snack & Cooking Enthusiasts
327852,Family & Kids,5,Positive,0.9723,0,1,2007,Snack & Cooking Enthusiasts
327852,Pet Care,5,Positive,0.9723,0,1,2007,Snack & Cooking Enthusiasts
327852,Value & Bulk Buying,5,Positive,0.9723,0,1,2007,Snack & Cooking Enthusiasts
327852,Quality & Freshness,5,Positive,0.9723,0,1,2007,Snack & Cooking Enthusiasts
327852,Repeat Purchase,5,Positive,0.9723,0,1,2007,Snack & Cooking Enthusiasts
327876,Health & Nutrition,4,Positive,0.9153,0,1,2012,Tea Drinkers
327876,Taste & Enjoyment,4,Positive,0.9153,0,1,2012,Tea Drinkers
327876,Pet Care,4,Positive,0.9153,0,1,2012,Tea Drinkers
327876,Repeat Purchase,4,Positive,0.9153,0,1,2012,Tea Drinkers
327877,Taste & Enjoyment,4,Positive,0.8658,0,1,2012,Mainstream Food Buyers
327877,Value & Bulk Buying,4,Positive,0.8658,0,1,2012,Mainstream Food Buyers
327878,Convenience & Speed,5,Positive,0.8011,0,1,2012,Mainstream Food Buyers
327878,Quality & Freshness,5,Positive,0.8011,0,1,2012,Mainstream Food Buyers
327895,Health & Nutrition,3,Neutral,0.9065,0,1,2012,Mainstream Food Buyers
327895,Taste & Enjoyment,3,Neutral,0.9065,0,1,2012,Mainstream Food Buyers
327895,Family & Kids,3,Neutral,0.9065,0,1,2012,Mainstream Food Buyers
327895,Value & Bulk Buying,3,Neutral,0.9065,0,1,2012,Mainstream Food Buyers
327896,Health & Nutrition,5,Positive,-0.5796,0,1,2012,Mainstream Food Buyers
327896,Taste & Enjoyment,5,Positive,-0.5796,0,1,2012,Mainstream Food Buyers
327896,Convenience & Speed,5,Positive,-0.5796,0,1,2012,Mainstream Food Buyers
327896,Repeat Purchase,5,Positive,-0.5796,0,1,2012,Mainstream Food Buyers
327923,Health & Nutrition,5,Positive,0.6327,0,1,2010,Mainstream Food Buyers
327923,Taste & Enjoyment,5,Positive,0.6327,0,1,2010,Mainstream Food Buyers
327923,Convenience & Speed,5,Positive,0.6327,0,1,2010,Mainstream Food Buyers
327923,Family & Kids,5,Positive,0.6327,0,1,2010,Mainstream Food Buyers
327923,Pet Care,5,Positive,0.6327,0,1,2010,Mainstream Food Buyers
327923,Value & Bulk Buying,5,Positive,0.6327,0,1,2010,Mainstream Food Buyers
327923,Gifting & Occasion,5,Positive,0.6327,0,1,2010,Mainstream Food Buyers
327923,Quality & Freshness,5,Positive,0.6327,0,1,2010,Mainstream Food Buyers
327924,Taste & Enjoyment,2,Negative,0.5499,0,1,2009,Indulgent Snack Seekers
327924,Quality & Freshness,2,Negative,0.5499,0,1,2009,Indulgent Snack Seekers
327925,Health & Nutrition,5,Positive,0.8442,0,1,2007,Mainstream Food Buyers
327925,Taste & Enjoyment,5,Positive,0.8442,0,1,2007,Mainstream Food Buyers
327925,Pet Care,5,Positive,0.8442,0,1,2007,Mainstream Food Buyers
327925,Quality & Freshness,5,Positive,0.8442,0,1,2007,Mainstream Food Buyers
327927,Health & Nutrition,5,Positive,0.0864,0,1,2007,Mainstream Food Buyers
327927,Taste & Enjoyment,5,Positive,0.0864,0,1,2007,Mainstream Food Buyers
327927,Pet Care,5,Positive,0.0864,0,1,2007,Mainstream Food Buyers
327927,Gifting & Occasion,5,Positive,0.0864,0,1,2007,Mainstream Food Buyers
327927,Quality & Freshness,5,Positive,0.0864,0,1,2007,Mainstream Food Buyers
327939,Taste & Enjoyment,5,Positive,0.8316,0,1,2010,Mainstream Food Buyers
327939,Quality & Freshness,5,Positive,0.8316,0,1,2010,Mainstream Food Buyers
327939,Repeat Purchase,5,Positive,0.8316,0,1,2010,Mainstream Food Buyers
327947,Taste & Enjoyment,4,Positive,0.3336,0,1,2006,Mainstream Food Buyers
327947,Special Diet,4,Positive,0.3336,0,1,2006,Mainstream Food Buyers
327983,Convenience & Speed,5,Positive,0.937,0,1,2011,Mainstream Food Buyers
327998,Health & Nutrition,5,Positive,0.982,0,1,2011,Dedicated Dog Owners
327998,Taste & Enjoyment,5,Positive,0.982,0,1,2011,Dedicated Dog Owners
327998,Family & Kids,5,Positive,0.982,0,1,2011,Dedicated Dog Owners
327998,Pet Care,5,Positive,0.982,0,1,2011,Dedicated Dog Owners
327998,Special Diet,5,Positive,0.982,0,1,2011,Dedicated Dog Owners
327998,Value & Bulk Buying,5,Positive,0.982,0,1,2011,Dedicated Dog Owners
327998,Quality & Freshness,5,Positive,0.982,0,1,2011,Dedicated Dog Owners
328002,Health & Nutrition,3,Neutral,0.9929,0,1,2010,Dedicated Dog Owners
328002,Taste & Enjoyment,3,Neutral,0.9929,0,1,2010,Dedicated Dog Owners
328002,Pet Care,3,Neutral,0.9929,0,1,2010,Dedicated Dog Owners
328002,Quality & Freshness,3,Neutral,0.9929,0,1,2010,Dedicated Dog Owners
328015,Taste & Enjoyment,5,Positive,0.9292,0,1,2009,Mainstream Food Buyers
328015,Family & Kids,5,Positive,0.9292,0,1,2009,Mainstream Food Buyers
328015,Repeat Purchase,5,Positive,0.9292,0,1,2009,Mainstream Food Buyers
328016,Health & Nutrition,1,Negative,-0.0798,1,1,2006,Mainstream Food Buyers
328016,Taste & Enjoyment,1,Negative,-0.0798,1,1,2006,Mainstream Food Buyers
328020,Taste & Enjoyment,5,Positive,0.948,0,1,2009,Mainstream Food Buyers
328020,Family & Kids,5,Positive,0.948,0,1,2009,Mainstream Food Buyers
328062,Health & Nutrition,5,Positive,0.9941,0,1,2011,Mainstream Food Buyers
328062,Taste & Enjoyment,5,Positive,0.9941,0,1,2011,Mainstream Food Buyers
328062,Convenience & Speed,5,Positive,0.9941,0,1,2011,Mainstream Food Buyers
328062,Pet Care,5,Positive,0.9941,0,1,2011,Mainstream Food Buyers
328062,Repeat Purchase,5,Positive,0.9941,0,1,2011,Mainstream Food Buyers
328063,Health & Nutrition,5,Positive,0.9908,0,1,2011,Mainstream Food Buyers
328063,Taste & Enjoyment,5,Positive,0.9908,0,1,2011,Mainstream Food Buyers
328063,Family & Kids,5,Positive,0.9908,0,1,2011,Mainstream Food Buyers
328063,Special Diet,5,Positive,0.9908,0,1,2011,Mainstream Food Buyers
328063,Value & Bulk Buying,5,Positive,0.9908,0,1,2011,Mainstream Food Buyers
328063,Quality & Freshness,5,Positive,0.9908,0,1,2011,Mainstream Food Buyers
328064,Taste & Enjoyment,4,Positive,0.9721,0,1,2011,Mainstream Food Buyers
328095,Taste & Enjoyment,5,Positive,0.9886,0,1,2011,Mainstream Food Buyers
328095,Family & Kids,5,Positive,0.9886,0,1,2011,Mainstream Food Buyers
328095,Value & Bulk Buying,5,Positive,0.9886,0,1,2011,Mainstream Food Buyers
328095,Quality & Freshness,5,Positive,0.9886,0,1,2011,Mainstream Food Buyers
328096,Taste & Enjoyment,5,Positive,0.9781,0,1,2011,Mainstream Food Buyers
328096,Family & Kids,5,Positive,0.9781,0,1,2011,Mainstream Food Buyers
328107,Health & Nutrition,5,Positive,0.6705,0,1,2007,Mainstream Food Buyers
328107,Family & Kids,5,Positive,0.6705,0,1,2007,Mainstream Food Buyers
328108,Taste & Enjoyment,5,Positive,0.8847,0,1,2006,Mainstream Food Buyers
328108,Value & Bulk Buying,5,Positive,0.8847,0,1,2006,Mainstream Food Buyers
328108,Quality & Freshness,5,Positive,0.8847,0,1,2006,Mainstream Food Buyers
328109,Taste & Enjoyment,5,Positive,0.9315,0,1,2007,Mainstream Food Buyers
328109,Pet Care,5,Positive,0.9315,0,1,2007,Mainstream Food Buyers
328111,Taste & Enjoyment,5,Positive,0.9357,0,1,2005,Indulgent Snack Seekers
328140,Taste & Enjoyment,5,Positive,0.7258,0,1,2011,Mainstream Food Buyers
328140,Family & Kids,5,Positive,0.7258,0,1,2011,Mainstream Food Buyers
328140,Quality & Freshness,5,Positive,0.7258,0,1,2011,Mainstream Food Buyers
328145,Family & Kids,1,Negative,0.9003,0,1,2012,Mainstream Food Buyers
328145,Value & Bulk Buying,1,Negative,0.9003,0,1,2012,Mainstream Food Buyers
328149,Pet Care,3,Neutral,0.6157,0,1,2007,Mainstream Food Buyers
328149,Value & Bulk Buying,3,Neutral,0.6157,0,1,2007,Mainstream Food Buyers
328150,Family & Kids,4,Positive,0.5958,0,1,2007,Mainstream Food Buyers
328150,Value & Bulk Buying,4,Positive,0.5958,0,1,2007,Mainstream Food Buyers
328150,Repeat Purchase,4,Positive,0.5958,0,1,2007,Mainstream Food Buyers
328151,Health & Nutrition,1,Negative,0.8436,0,1,2010,Mainstream Food Buyers
328151,Taste & Enjoyment,1,Negative,0.8436,0,1,2010,Mainstream Food Buyers
328151,Family & Kids,1,Negative,0.8436,0,1,2010,Mainstream Food Buyers
328158,Taste & Enjoyment,5,Positive,0.4374,0,1,2007,Indulgent Snack Seekers
328158,Family & Kids,5,Positive,0.4374,0,1,2007,Indulgent Snack Seekers
328158,Value & Bulk Buying,5,Positive,0.4374,0,1,2007,Indulgent Snack Seekers
328235,Health & Nutrition,3,Neutral,0.5902,0,1,2010,Mainstream Food Buyers
328235,Taste & Enjoyment,3,Neutral,0.5902,0,1,2010,Mainstream Food Buyers
328235,Pet Care,3,Neutral,0.5902,0,1,2010,Mainstream Food Buyers
328235,Value & Bulk Buying,3,Neutral,0.5902,0,1,2010,Mainstream Food Buyers
328235,Gifting & Occasion,3,Neutral,0.5902,0,1,2010,Mainstream Food Buyers
328235,Repeat Purchase,3,Neutral,0.5902,0,1,2010,Mainstream Food Buyers
328238,Taste & Enjoyment,5,Positive,0.6844,0,1,2006,Mainstream Food Buyers
328238,Convenience & Speed,5,Positive,0.6844,0,1,2006,Mainstream Food Buyers
328238,Family & Kids,5,Positive,0.6844,0,1,2006,Mainstream Food Buyers
328238,Gifting & Occasion,5,Positive,0.6844,0,1,2006,Mainstream Food Buyers
328239,Taste & Enjoyment,5,Positive,0.8891,0,1,2006,Mainstream Food Buyers
328239,Convenience & Speed,5,Positive,0.8891,0,1,2006,Mainstream Food Buyers
328240,Health & Nutrition,1,Negative,-0.5687,1,1,2011,Mainstream Food Buyers
328240,Taste & Enjoyment,1,Negative,-0.5687,1,1,2011,Mainstream Food Buyers
328240,Value & Bulk Buying,1,Negative,-0.5687,1,1,2011,Mainstream Food Buyers
328240,Quality & Freshness,1,Negative,-0.5687,1,1,2011,Mainstream Food Buyers
328241,Quality & Freshness,5,Positive,0.7311,0,1,2007,Mainstream Food Buyers
328242,Gifting & Occasion,5,Positive,0.7506,0,1,2009,Mainstream Food Buyers
328247,Value & Bulk Buying,4,Positive,0.7766,0,1,2010,Mainstream Food Buyers
328247,Quality & Freshness,4,Positive,0.7766,0,1,2010,Mainstream Food Buyers
328249,Taste & Enjoyment,1,Negative,0.5163,0,1,2011,Mainstream Food Buyers
328249,Gifting & Occasion,1,Negative,0.5163,0,1,2011,Mainstream Food Buyers
328250,Taste & Enjoyment,1,Negative,-0.7529,1,1,2011,Mainstream Food Buyers
328250,Quality & Freshness,1,Negative,-0.7529,1,1,2011,Mainstream Food Buyers
328250,Repeat Purchase,1,Negative,-0.7529,1,1,2011,Mainstream Food Buyers
328272,Taste & Enjoyment,5,Positive,0.9568,0,1,2009,Mainstream Food Buyers
328272,Convenience & Speed,5,Positive,0.9568,0,1,2009,Mainstream Food Buyers
328272,Family & Kids,5,Positive,0.9568,0,1,2009,Mainstream Food Buyers
328272,Pet Care,5,Positive,0.9568,0,1,2009,Mainstream Food Buyers
328272,Special Diet,5,Positive,0.9568,0,1,2009,Mainstream Food Buyers
328272,Value & Bulk Buying,5,Positive,0.9568,0,1,2009,Mainstream Food Buyers
328272,Gifting & Occasion,5,Positive,0.9568,0,1,2009,Mainstream Food Buyers
328272,Quality & Freshness,5,Positive,0.9568,0,1,2009,Mainstream Food Buyers
328273,Health & Nutrition,3,Neutral,0.5562,0,1,2009,Mainstream Food Buyers
328273,Taste & Enjoyment,3,Neutral,0.5562,0,1,2009,Mainstream Food Buyers
328273,Family & Kids,3,Neutral,0.5562,0,1,2009,Mainstream Food Buyers
328273,Value & Bulk Buying,3,Neutral,0.5562,0,1,2009,Mainstream Food Buyers
328274,Unclassified,5,Positive,0.8158,0,1,2007,Mainstream Food Buyers
328275,Health & Nutrition,4,Positive,0.9937,0,1,2010,Mainstream Food Buyers
328275,Taste & Enjoyment,4,Positive,0.9937,0,1,2010,Mainstream Food Buyers
328275,Pet Care,4,Positive,0.9937,0,1,2010,Mainstream Food Buyers
328275,Value & Bulk Buying,4,Positive,0.9937,0,1,2010,Mainstream Food Buyers
328276,Taste & Enjoyment,5,Positive,0.9512,0,1,2008,Mainstream Food Buyers
328277,Taste & Enjoyment,5,Positive,0.875,0,1,2008,Mainstream Food Buyers
328280,Health & Nutrition,5,Positive,0.8828,0,1,2008,Tea Drinkers
328280,Taste & Enjoyment,5,Positive,0.8828,0,1,2008,Tea Drinkers
328281,Family & Kids,5,Positive,0.8949,0,1,2007,Mainstream Food Buyers
328287,Health & Nutrition,5,Positive,0.4753,0,1,2010,Mainstream Food Buyers
328287,Taste & Enjoyment,5,Positive,0.4753,0,1,2010,Mainstream Food Buyers
328287,Quality & Freshness,5,Positive,0.4753,0,1,2010,Mainstream Food Buyers
328334,Health & Nutrition,5,Positive,0.9361,0,1,2012,Snack & Cooking Enthusiasts
328334,Taste & Enjoyment,5,Positive,0.9361,0,1,2012,Snack & Cooking Enthusiasts
328334,Pet Care,5,Positive,0.9361,0,1,2012,Snack & Cooking Enthusiasts
328334,Special Diet,5,Positive,0.9361,0,1,2012,Snack & Cooking Enthusiasts
328368,Health & Nutrition,5,Positive,0.7999,0,1,2007,Coffee Aficionados
328368,Taste & Enjoyment,5,Positive,0.7999,0,1,2007,Coffee Aficionados
328368,Convenience & Speed,5,Positive,0.7999,0,1,2007,Coffee Aficionados
328368,Quality & Freshness,5,Positive,0.7999,0,1,2007,Coffee Aficionados
328422,Taste & Enjoyment,1,Negative,0.6908,0,1,2011,Mainstream Food Buyers
328425,Taste & Enjoyment,1,Negative,-0.9511,1,1,2011,Mainstream Food Buyers
328427,Taste & Enjoyment,1,Negative,0.7072,0,1,2011,Indulgent Snack Seekers
328427,Convenience & Speed,1,Negative,0.7072,0,1,2011,Indulgent Snack Seekers
328459,Health & Nutrition,4,Positive,0.9693,0,1,2008,Mainstream Food Buyers
328459,Taste & Enjoyment,4,Positive,0.9693,0,1,2008,Mainstream Food Buyers
328459,Convenience & Speed,4,Positive,0.9693,0,1,2008,Mainstream Food Buyers
328459,Family & Kids,4,Positive,0.9693,0,1,2008,Mainstream Food Buyers
328459,Value & Bulk Buying,4,Positive,0.9693,0,1,2008,Mainstream Food Buyers
328459,Quality & Freshness,4,Positive,0.9693,0,1,2008,Mainstream Food Buyers
328460,Health & Nutrition,5,Positive,0.8997,0,1,2008,Mainstream Food Buyers
328460,Taste & Enjoyment,5,Positive,0.8997,0,1,2008,Mainstream Food Buyers
328460,Repeat Purchase,5,Positive,0.8997,0,1,2008,Mainstream Food Buyers
328487,Taste & Enjoyment,5,Positive,-0.6463,0,1,2006,Dedicated Dog Owners
328487,Family & Kids,5,Positive,-0.6463,0,1,2006,Dedicated Dog Owners
328487,Pet Care,5,Positive,-0.6463,0,1,2006,Dedicated Dog Owners
328487,Quality & Freshness,5,Positive,-0.6463,0,1,2006,Dedicated Dog Owners
328488,Health & Nutrition,5,Positive,0.0,0,1,2007,Mainstream Food Buyers
328488,Taste & Enjoyment,5,Positive,0.0,0,1,2007,Mainstream Food Buyers
328488,Pet Care,5,Positive,0.0,0,1,2007,Mainstream Food Buyers
328488,Value & Bulk Buying,5,Positive,0.0,0,1,2007,Mainstream Food Buyers
328488,Repeat Purchase,5,Positive,0.0,0,1,2007,Mainstream Food Buyers
328502,Repeat Purchase,5,Positive,0.5563,0,1,2009,Mainstream Food Buyers
328504,Taste & Enjoyment,5,Positive,0.9357,0,1,2009,Mainstream Food Buyers
328504,Convenience & Speed,5,Positive,0.9357,0,1,2009,Mainstream Food Buyers
328504,Pet Care,5,Positive,0.9357,0,1,2009,Mainstream Food Buyers
328505,Taste & Enjoyment,5,Positive,0.992,0,1,2010,Mainstream Food Buyers
328505,Convenience & Speed,5,Positive,0.992,0,1,2010,Mainstream Food Buyers
328505,Family & Kids,5,Positive,0.992,0,1,2010,Mainstream Food Buyers
328505,Value & Bulk Buying,5,Positive,0.992,0,1,2010,Mainstream Food Buyers
328505,Repeat Purchase,5,Positive,0.992,0,1,2010,Mainstream Food Buyers
328506,Health & Nutrition,5,Positive,0.8838,0,1,2010,Mainstream Food Buyers
328506,Taste & Enjoyment,5,Positive,0.8838,0,1,2010,Mainstream Food Buyers
328506,Convenience & Speed,5,Positive,0.8838,0,1,2010,Mainstream Food Buyers
328507,Taste & Enjoyment,5,Positive,0.9476,0,1,2009,Mainstream Food Buyers
328507,Convenience & Speed,5,Positive,0.9476,0,1,2009,Mainstream Food Buyers
328507,Family & Kids,5,Positive,0.9476,0,1,2009,Mainstream Food Buyers
328509,Taste & Enjoyment,5,Positive,0.9231,0,1,2009,Mainstream Food Buyers
328509,Convenience & Speed,5,Positive,0.9231,0,1,2009,Mainstream Food Buyers
328509,Value & Bulk Buying,5,Positive,0.9231,0,1,2009,Mainstream Food Buyers
328509,Quality & Freshness,5,Positive,0.9231,0,1,2009,Mainstream Food Buyers
328525,Taste & Enjoyment,5,Positive,0.9322,0,1,2010,Mainstream Food Buyers
328525,Family & Kids,5,Positive,0.9322,0,1,2010,Mainstream Food Buyers
328545,Convenience & Speed,4,Positive,-0.2607,0,1,2009,Mainstream Food Buyers
328567,Taste & Enjoyment,5,Positive,0.765,0,1,2010,Mainstream Food Buyers
328567,Pet Care,5,Positive,0.765,0,1,2010,Mainstream Food Buyers
328567,Value & Bulk Buying,5,Positive,0.765,0,1,2010,Mainstream Food Buyers
328568,Taste & Enjoyment,5,Positive,0.5423,0,1,2009,Mainstream Food Buyers
328568,Convenience & Speed,5,Positive,0.5423,0,1,2009,Mainstream Food Buyers
328568,Pet Care,5,Positive,0.5423,0,1,2009,Mainstream Food Buyers
328568,Quality & Freshness,5,Positive,0.5423,0,1,2009,Mainstream Food Buyers
328569,Taste & Enjoyment,5,Positive,0.9834,0,1,2010,Mainstream Food Buyers
328569,Pet Care,5,Positive,0.9834,0,1,2010,Mainstream Food Buyers
328569,Value & Bulk Buying,5,Positive,0.9834,0,1,2010,Mainstream Food Buyers
328569,Quality & Freshness,5,Positive,0.9834,0,1,2010,Mainstream Food Buyers
328571,Health & Nutrition,5,Positive,0.989,0,1,2010,Mainstream Food Buyers
328571,Taste & Enjoyment,5,Positive,0.989,0,1,2010,Mainstream Food Buyers
328571,Value & Bulk Buying,5,Positive,0.989,0,1,2010,Mainstream Food Buyers
328571,Quality & Freshness,5,Positive,0.989,0,1,2010,Mainstream Food Buyers
328606,Pet Care,1,Negative,-0.7372,1,1,2008,Dedicated Dog Owners
328618,Health & Nutrition,1,Negative,0.9987,0,1,2011,Dedicated Dog Owners
328618,Taste & Enjoyment,1,Negative,0.9987,0,1,2011,Dedicated Dog Owners
328618,Convenience & Speed,1,Negative,0.9987,0,1,2011,Dedicated Dog Owners
328618,Family & Kids,1,Negative,0.9987,0,1,2011,Dedicated Dog Owners
328618,Pet Care,1,Negative,0.9987,0,1,2011,Dedicated Dog Owners
328618,Value & Bulk Buying,1,Negative,0.9987,0,1,2011,Dedicated Dog Owners
328618,Gifting & Occasion,1,Negative,0.9987,0,1,2011,Dedicated Dog Owners
328618,Quality & Freshness,1,Negative,0.9987,0,1,2011,Dedicated Dog Owners
328658,Health & Nutrition,5,Positive,0.7768,0,1,2010,Mainstream Food Buyers
328658,Taste & Enjoyment,5,Positive,0.7768,0,1,2010,Mainstream Food Buyers
328658,Convenience & Speed,5,Positive,0.7768,0,1,2010,Mainstream Food Buyers
328659,Health & Nutrition,5,Positive,0.9845,0,1,2011,Indulgent Snack Seekers
328659,Taste & Enjoyment,5,Positive,0.9845,0,1,2011,Indulgent Snack Seekers
328659,Convenience & Speed,5,Positive,0.9845,0,1,2011,Indulgent Snack Seekers
328659,Quality & Freshness,5,Positive,0.9845,0,1,2011,Indulgent Snack Seekers
328659,Repeat Purchase,5,Positive,0.9845,0,1,2011,Indulgent Snack Seekers
328692,Taste & Enjoyment,5,Positive,0.5106,0,1,2009,Tea Drinkers
328692,Convenience & Speed,5,Positive,0.5106,0,1,2009,Tea Drinkers
328692,Value & Bulk Buying,5,Positive,0.5106,0,1,2009,Tea Drinkers
328743,Taste & Enjoyment,5,Positive,0.824,0,1,2007,Mainstream Food Buyers
328743,Value & Bulk Buying,5,Positive,0.824,0,1,2007,Mainstream Food Buyers
328743,Quality & Freshness,5,Positive,0.824,0,1,2007,Mainstream Food Buyers
328757,Health & Nutrition,1,Negative,0.983,0,1,2012,Dedicated Dog Owners
328757,Taste & Enjoyment,1,Negative,0.983,0,1,2012,Dedicated Dog Owners
